Image Link,Title,Price,Subtitle,Text Preview,View Count
https://krisha-photos.kcdn.online/webp/2e/2e494c4f-7a0c-4abf-aae1-34f29084f38d/7-400x300.jpg,3-комнатная квартира · 102 м² · 3/3 этаж · помесячно,900 000 〒,"Медеуский р-н, Жамакаева — НА ДОЛГИЙ СРОК","жил. комплекс La Verde, меблирована полностью, Элитный комплекс в престижной локации. До Аль-Фараби 15 минут На долгий срок. Закрытая, охраняемая территория с парковкой. Полноценная 3-комнатная квартира. Для курящих предусмотрен балкон. 2 санузла с душевой и ванной. Гардеробная. Есть все необход…",
https://krisha-photos.kcdn.online/webp/d2/d23ef863-0442-4d88-baba-acac7033fb37/1-400x300.jpg,1-комнатная квартира · 20 м² · 5/5 этаж · помесячно,120 000 〒,"Алмалинский р-н, Абая, уг.ул Ислама-Карима 198 — Абая уг.ул Ислама-Карима","меблирована полностью, Сдам в аренду квартиру в приватизированом общежитии. 1 - жилая комната, 1 - ванная комната + кладовая комната. Мебель, бытовые приборы есть. Чистая, удобное расположение рядом с крупным проспектом, общественный транспорт в избытке. Кандидаты средних лет, со стабильной раб…",
https://krisha-photos.kcdn.online/webp/b1/b1db385a-d513-4cad-b79b-ea9634e018fb/8-400x300.jpg,3-комнатная квартира · 60 м² · 9/21 этаж · помесячно,600 000 〒,"Бостандыкский р-н, Аль-Фараби 27/2 — Сейфуллина","жил. комплекс AL’FARABI 27, меблирована полностью, *Сдаётся элитная квартира в ЖК ""Аль-Фараби 27"" (бизнес-класс) * 🔹 *Новая квартира* – ещё никто не жил, первая сдача! 🔹 *Дорогой качественный ремонт* – премиальные материалы, современный дизайн. 🔹 *Отличная охрана и инфраструктура* – безопасно…",
https://krisha-photos.kcdn.online/webp/04/04898b6b-a171-45bd-a47f-34e77ff5b8b9/1-400x300.jpg,1-комнатная квартира · 34 м² · 4/4 этаж · помесячно,240 000 〒,"Бостандыкский р-н, мкр Коктем-1 21 — Р.Весновка","меблирована полностью, Сдаю однокомнатную квартиру на долгий срок в тихом и уютном микрорайоне города Коктем 1, все в шаговой доступности поликлиника, садик, школа, казНУ, ПОЛИТЕХ, АУЭС, магнум, фихпрайс, койфейни, трц форум, атакент, вдоль речка весновка и парк Достык, полностью мебелированна, с…",
https://krisha-photos.kcdn.online/webp/2d/2d70419d-d4da-49db-9747-646bbb0721d0/14-400x300.jpg,1-комнатная квартира · 30 м² · 2/3 этаж · помесячно,70 000 〒,"Жетысуский р-н, Торетай — Раимбека уг Торетай возле сейфулина","меблирована частично, Сдаю на раимбека уг Полежаева квартиру в общежитие Санузел душ туалет в комнате Очень тепло Я сам хозяин Депозит жок",
https://krisha-photos.kcdn.online/webp/fe/fe5e6e98-de69-4c3a-842d-d8b9848bc839/1-400x300.jpg,3-комнатная квартира · 119 м² · 1/6 этаж · помесячно,700 000 〒,"Бостандыкский р-н, мкр Ерменсай 25/1 — ул. 6-ой переулок","жил. комплекс Remizovka, меблирована полностью, Уютная 3-х комнатная квартира + парковочное место, в замечательном жилом комплексе REMIZOVKA, с закрытым и очень красивым двором. В квартире хорошая, добрая, светлая аура. Зимой в квартире очень тепло, летом комфортно прохладно. Квартира полн…",
https://krisha-photos.kcdn.online/webp/26/26e90fb2-3642-4bc6-a03e-d4b088a06291/13-400x300.jpg,1-комнатная квартира · 45 м² · 2/5 этаж · помесячно,300 000 〒,"Алмалинский р-н, Панфилова — Макатаева","меблирована полностью, Сдается 1-комнатная квартира на длительный срок в центре - аренда+квартплата - удобное расположение, с аккуратным и чистым ремонтом, уютная, в кирпичном доме, оснащена всем необходимым для комфортного проживания, ТВ+интернет, пластиковые окна, балкон застеклен. В квартире…",
https://krisha-photos.kcdn.online/webp/16/16782dd4-4545-4e73-93b7-ab1492da90c0/1-400x300.jpg,2-комнатная квартира · 83.5 м² · 6/16 этаж · помесячно,400 000 〒,"Бостандыкский р-н, Сатпаева 9б","жил. комплекс Алтын Заман, меблирована полностью, * Аренда на длительный период (от 1 года). * Субаренда не рассматривается. * Коммунальные расходы не входят в стоимость аренды и оплачиваются отдельно. * Потолки, стены и двери побелены/покрашены перед сдачей в аренду. * Возвратный гарантийный депо…",
https://krisha-photos.kcdn.online/webp/30/3073e516-bf87-45ae-a999-d81bb1e70a32/1-400x300.jpg,2-комнатная квартира · 70 м² · 10/10 этаж · помесячно,200 000 〒,"Алатауский р-н, мкр Акбулак 123 — Напротив Магнума","меблирована полностью, ДЕПОЗИТ Квартира находится напротив магазина Магнум, школа, детский сад, по ул. Бауржан Момышулы",
https://krisha-photos.kcdn.online/webp/bf/bf478a7f-3811-40ce-84d5-d87dfa29714d/14-400x300.jpg,2-комнатная квартира · 55 м² · 4/12 этаж · помесячно,255 000 〒,"Ауэзовский р-н, мкр №1, Алтынсарина 68/3","жил. комплекс Сары Арка, От собственника, с регистрацией иностранцев, с заключением договора, официально Сдадим 1-2 человек, без вредных привычек, без животных Есть депозит Чистая, уютная квартира в 5 минутах базар, парк, станция метро, торговые центры, магазины В доме круглосуточная охрана, камер…",
https://krisha-photos.kcdn.online/webp/75/75bdacba-97d5-435b-a215-647ac97b3fb6/11-400x300.jpg,2-комнатная квартира · 70 м² · 2/12 этаж · помесячно,450 000 〒,"Ауэзовский р-н, Мустай Карима 13а","жил. комплекс Берекет, меблирована полностью",
https://krisha-photos.kcdn.online/webp/f3/f38abbc1-a91d-4839-b575-cf4cb3ee70aa/1-400x300.jpg,1-комнатная квартира · 35 м² · 1/9 этаж · помесячно,200 000 〒,"Алатауский р-н, мкр Нуркент 5/9 — АлматыАрена","меблирована полностью, Хороший тихий район все в шаговой доступности",
https://krisha-photos.kcdn.online/webp/f0/f0662918-7008-496d-ba90-7b85a9fb7703/1-400x300.jpg,2-комнатная квартира · 60 м² · 9/21 этаж · помесячно,500 000 〒,"Бостандыкский р-н, Аль-Фараби 105 — Ходжанова","жил. комплекс PRIMAVERA, меблирована полностью, Сдаётся новая, уютная и приятная квартира в ЖК Primavera 🤩 Красивый вид на горы 🏔️ 🔦Много красивого света в квартире 👔👗есть красивый гардероб где вы сможете идеально подбирать свои образы (в гардеробе есть выдвижная гладильная доска) 📦Есть кладовая…",
https://krisha-photos.kcdn.online/webp/fe/fe7ed4c5-adf9-4da4-ba51-a263d170cf1a/36-400x300.jpg,3-комнатная квартира · 170 м² · 9/9 этаж · помесячно,1 000 000 〒,"Медеуский р-н, Богенбай батыра 81 — Зенкова","жил. комплекс Элит-1 на Зенкова, меблирована полностью, Сдается шикарная, светлая 3-х комнатная квартира в ЖК Элит-1. Квартира оснащена всей необходимой для комфортного проживания мебелью и техникой. Светлые, просторные комнаты, изолированная кухня, две лоджии. В двух спальнях имеются личные сануз…",
https://krisha-photos.kcdn.online/webp/09/09ad93bc-f179-47e3-ad80-5c91ae9ddad6/1-400x300.jpg,1-комнатная квартира · 50 м² · 14 этаж · помесячно,370 000 〒,"Бостандыкский р-н, Утепова 20 — Недалеко от трц Mega","жил. комплекс Heaven, меблирована полностью, ✅Фото реальные, могу отправить видео квартиры по запросу ✅Аренда напрямую с хозяевами без риэлторских комиссий. 🏡 Просмотры делаем при реальном интересе. 🔑 УСЛОВИЯ: 1. Для 1-2 чистоплотных человек (без маленьких детей и животных), жильцов прописыва…",
https://krisha-photos.kcdn.online/webp/dd/dd0184a7-ac90-45ba-bd35-d81000db4e8a/7-400x300.jpg,3-комнатная квартира · 100 м² · 2/10 этаж · помесячно,400 000 〒,"Бостандыкский р-н, Наурызбай Батыра 127 — Сатпаева","жил. комплекс Ortau, меблирована полностью, Сдается квартира в центре города, все в шаговой доступности, ЖК Бизнес класса!",
https://krisha-photos.kcdn.online/webp/98/98823501-d5ef-4816-88ad-24b3f9167df9/3-400x300.jpg,1-комнатная квартира · 35 м² · 1/5 этаж · помесячно,240 000 〒,"Алмалинский р-н, Магаза масанчи 5 — Трц Мега","меблирована полностью, Сдаётся квартира на длительный срок. депозит 30000 +ком услуги. возле Мега центра. можно под субаренду",
https://krisha-photos.kcdn.online/webp/a0/a02c5493-eed4-4d81-8892-d786deefc1ac/10-400x300.jpg,2-комнатная квартира · 52 м² · 6/10 этаж · помесячно,300 000 〒,"Алмалинский р-н, Варламова 1/3 — Толе-би Варрламова","жил. комплекс Varlamova, меблирована полностью, Сдам 2х квартиру 2020 г.п в ж/к Варламова вдоль района Озера Сайран с отличными видовыми характеристиками с мебелью и бытовой техники в хорошем состоянии",
https://krisha-photos.kcdn.online/webp/58/58def44c-1869-493b-857b-c803052f3795/12-400x300.jpg,2-комнатная квартира · 130 м² · 2/5 этаж · помесячно,1 499 999 〒,"Медеуский р-н, Тулебаева 95/1","жил. комплекс Центральный на Тулебаева, меблирована полностью, ⭐️Лучшее предложение на сегодняшний день. Ремонт делали для себя! ⭐️Ранее не сдавалась! ⭐️Вашему вниманию предлагается эксклюзивная двухкомнатная квартира-студия в элитном, малоквартирном ЖК ""Центральный"" на Тулебаева! ⭐️Видео обз…",
https://krisha-photos.kcdn.online/webp/28/28b549f7-8422-4118-95a3-a8af3623db40/6-400x300.jpg,2-комнатная квартира · 57 м² · 7/16 этаж · помесячно,380 000 〒,"Алмалинский р-н, Манаса 109а","жил. комплекс Legenda, меблирована полностью, Сдается уютная, чистая, аккуратная 2-х комнатная квартира, с евро ремонтом. (евродвушка, зал совмещенный с кухней и спальная комната). Состояние отличное. В квартире имеется вся мебель и техника для удобной и комфортной жизни, проведен высокоскор…",
https://krisha-photos.kcdn.online/webp/49/4921beb2-f9c9-487f-9e37-e78e9968d3a7/1-400x300.jpg,2-комнатная квартира · 51 м² · 15/16 этаж · помесячно,390 000 〒,"Медеуский р-н, Кунаева 15/1 — Тулебаева - Маметова","Сдам в аренду уютную квартиру, свежий авторский ремонт. Золотой квадрат, станция Метро в 3 минутах от дома. В шаговой доступности Зелёный Рынок, Арбат, ТЮЗ, Мега парк, ГУМ, Магнум, школы гимназии, детские сады. Возможность доехать быстро в любую точку города. Вся техника, мебель абсолютно нова…",
https://krisha-photos.kcdn.online/webp/30/3012e3a0-6fd8-4743-acc9-75226a167462/1-400x300.jpg,1-комнатная квартира · 42 м² · 4/5 этаж · помесячно,200 000 〒,"Бостандыкский р-н, мкр Алмагуль 292/2 — Гагарина - Левитана","жил. площадь 42 м², кухня 13 м²",
